,KWCDC_Curncy,GVSK3M_Index,GVSK3YR_Index,GVSK10YR_Index,USDKRW_Curncy,KWSWNI1_Curncy,MOVE_Index,KOSPI_Index,KOSPI_Index_VOLUME,KOSPFIN_Index,USDKRWV1M_BGN_Curncy,CKREA1U5_CBGN_Curncy,VKOSPI_Index
2025-01-13,3.1,2.72,2.664,2.871,1460.7,2.84,103.51000213623047,2489.56005859375,578600.0,8545.0,6.488956697454033,-191.9,17.96422262720312
2025-01-14,3.09,2.709,2.646,2.841,1471.3,2.82,101.98999786376953,2497.39990234375,414500.0,8520.0,6.841074874330305,-193.9,17.07437701167898
2025-01-15,3.08,2.727,2.675,2.86,1463.3,2.825,93.0999984741211,2496.81005859375,538500.0,8545.0,7.257135996475145,-180.00000000000003,16.987748002898474
2025-01-16,3.07,2.678,2.626,2.802,1460.2,2.797,92.72000122070312,2527.489990234375,451100.0,8630.0,7.341278883623143,-180.80000000000004,17.498140099306887
2025-01-17,3.06,2.651,2.588,2.813,1454.7,2.784,95.5999984741211,2523.550048828125,445900.0,8500.0,7.522564079658118,-179.70000000000002,16.763622072448893
2025-01-20,3.05,2.662,2.623,2.868,1455.8,2.797,,2520.050048828125,437500.0,8510.0,7.5203380271023175,-174.20000000000005,16.3744727528172
2025-01-21,3.04,2.651,2.579,2.818,1453.0,2.785,96.77999877929688,2518.030029296875,572000.0,8545.0,6.891847245805091,-175.20000000000002,14.544879222702129
2025-01-22,3.04,2.646,2.577,2.827,1437.9,2.799,89.9000015258789,2547.06005859375,583700.0,8520.0,7.834296448149318,-177.29999999999995,13.839436308555161
2025-01-23,3.04,2.663,2.578,2.837,1434.3,2.809,88.51000213623047,2515.489990234375,609700.0,8500.0,7.869034428160089,-181.3,13.98622064851231
2025-01-24,3.04,2.655,2.57,2.859,1437.1,2.806,86.75,2536.800048828125,602000.0,8480.0,7.817669635918506,-177.1,14.173023237156526
2025-01-27,,,,,,,95.05000305175781,,,,,-167.10000000000002,
2025-01-28,,,,,,,92.83000183105469,,,,,-169.1,
2025-01-29,,,,,,,90.7300033569336,,,,,-169.1,
2025-01-30,,,,,,,90.54000091552734,,,,,-166.09999999999997,
2025-01-31,3.04,2.644,2.573,2.859,1433.3,2.812,91.76000213623047,2517.3701171875,454400.0,8740.0,7.39804247372879,-172.10000000000002,14.409999621497215
2025-02-03,3.03,2.663,2.572,2.835,1453.0,2.825,94.1500015258789,2453.949951171875,522800.0,8595.0,8.567369064990974,-170.5,16.840610110789275
2025-02-04,3.03,2.677,2.584,2.844,1469.2,2.828,90.27999877929688,2481.68994140625,479400.0,8795.0,9.496618674781244,-167.59999999999997,17.172307576756175
2025-02-05,3.02,2.668,2.578,2.818,1460.8,2.821,94.68000030517578,2509.27001953125,437300.0,8775.0,9.710251752900394,-161.19999999999996,17.469113503479665
2025-02-06,3.01,2.664,2.582,2.796,1450.0,2.819,93.9000015258789,2536.75,479700.0,8620.0,10.030620413708387,-165.40000000000003,16.806139675206992
2025-02-07,3.0,2.713,2.635,2.836,1447.1,2.838,93.12999725341797,2521.919921875,419900.0,8610.0,10.041977730638978,-165.40000000000003,15.72512372468679
2025-02-10,3.0,2.708,2.638,2.83,1447.4,2.826,87.68000030517578,2521.27001953125,393600.0,8555.0,9.968928150053648,-167.99999999999997,15.726565051071479
2025-02-11,3.0,2.7,2.633,2.849,1453.4,2.816,85.58000183105469,2539.050048828125,451100.0,8565.0,9.42001343175953,-169.1,15.383292441834733
2025-02-12,2.99,2.717,2.651,2.879,1453.5,2.815,86.58000183105469,2548.389892578125,464900.0,8555.0,9.404227084045191,-174.10000000000002,15.427124364639505
2025-02-13,2.99,2.693,2.631,2.872,1452.6,2.814,84.56999969482422,2583.169921875,680300.0,8480.0,9.318794167181146,-164.79999999999995,16.05569914778692
2025-02-14,2.99,2.688,2.611,2.846,1450.5,2.807,84.66999816894531,2591.050048828125,499400.0,8610.0,9.30126242478807,-162.39999999999998,15.443707515832777
2025-02-17,2.99,2.702,2.623,2.869,1443.3,2.812,,2610.419921875,366300.0,8765.0,8.984634636789089,-160.09999999999997,15.560650800279621
2025-02-18,2.99,2.712,2.641,2.878,1441.1,2.814,84.51000213623047,2626.81005859375,422000.0,8765.0,8.83119571727776,-167.19999999999996,15.593768916719206
2025-02-19,2.99,2.698,2.63,2.873,1443.9,2.811,83.86000061035156,2671.52001953125,525800.0,8825.0,8.865295567829321,-165.7,16.06757731934876
2025-02-20,2.98,2.691,2.628,2.888,1440.6,2.814,86.26000213623047,2654.06005859375,529300.0,8770.0,8.809351498784066,-161.20000000000002,16.342383777888738
2025-02-21,2.97,2.674,2.618,2.856,1439.4,2.811,91.83000183105469,2654.580078125,444700.0,8760.0,8.79801246917835,-156.4,16.30109517416448
2025-02-24,2.96,2.667,2.61,2.825,1434.1,2.805,88.44000244140625,2645.27001953125,536400.0,8755.0,8.856334149752804,-157.50000000000003,16.405125589550885
2025-02-25,2.94,2.661,2.596,2.797,1429.2,2.798,96.61000061035156,2630.2900390625,410300.0,8675.0,8.15596971355199,-150.29999999999995,16.28739808427028
2025-02-26,2.9,2.654,2.591,2.752,1430.7,2.783,97.5199966430664,2641.090087890625,386800.0,8750.0,8.12557942940922,-149.8,15.429562934106016
2025-02-27,2.89,2.664,2.592,2.754,1431.8,2.798,96.2699966430664,2621.75,513900.0,8760.0,8.09649017594799,-153.6,15.633896210563055
2025-02-28,2.89,2.654,2.566,2.706,1439.6,2.796,104.45999908447266,2532.780029296875,588600.0,8650.0,8.27634163475799,-153.40000000000003,19.915064773322793
2025-03-03,,,,,,,105.6500015258789,,,,,-145.4,
2025-03-04,2.89,2.653,2.541,2.703,1458.7,2.798,108.87000274658203,2528.919921875,484100.0,8475.0,8.17416752740489,-151.7,17.510929999151685
2025-03-05,2.89,2.678,2.565,2.773,1459.6,2.815,104.31999969482422,2558.1298828125,569400.0,8370.0,7.087082379357613,-150.70000000000002,17.529297648827583
2025-03-06,2.88,2.7,2.594,2.806,1456.0,2.829,108.94999694824219,2576.159912109375,609600.0,8540.0,6.848534178201712,-148.4,17.293762855747197
2025-03-07,2.88,2.669,2.565,2.773,1441.6,2.806,104.41000366210938,2563.47998046875,567200.0,8355.0,7.244418672693534,-154.70000000000002,17.04381643232283
2025-03-10,2.88,2.677,2.596,2.801,1446.3,2.816,112.5,2570.389892578125,435700.0,8470.0,7.319076605428952,-141.89999999999995,16.885659525487902
2025-03-11,2.88,2.65,2.56,2.76,1451.5,2.811,114.5999984741211,2537.60009765625,399000.0,8370.0,7.430837791303422,-152.00000000000006,17.57844878173447
2025-03-12,2.87,2.633,2.55,2.763,1457.9,2.812,104.11000061035156,2574.820068359375,401600.0,8485.0,7.450211286612503,-155.70000000000005,18.159948513750106
2025-03-13,2.87,2.64,2.57,2.77,1452.0,2.825,106.19000244140625,2573.639892578125,427300.0,8485.0,7.599014968033946,-149.99999999999994,18.131191256174738
2025-03-14,2.87,2.67,2.596,2.813,1451.9,2.835,101.01000213623047,2566.360107421875,362300.0,8440.0,7.595969232367188,-149.69999999999993,17.484988028281148
2025-03-17,2.87,2.67,2.601,2.805,1454.8,2.839,99.77999877929688,2610.68994140625,396600.0,8550.0,7.608164745213594,-150.49999999999994,18.540077465879335
2025-03-18,2.87,2.665,2.598,2.788,1448.0,2.835,96.68000030517578,2612.340087890625,555500.0,8655.0,7.58295325694814,-150.20000000000002,18.353982901525082
2025-03-19,2.87,2.682,2.621,2.811,1447.1,2.834,91.4000015258789,2628.6201171875,653300.0,8725.0,7.562891794803593,-143.9,18.351902547650802
2025-03-20,2.86,2.655,2.598,2.792,1452.3,2.822,95.73999786376953,2637.10009765625,455000.0,8765.0,7.635149267166833,-144.80000000000004,17.287196309719786
2025-03-21,2.86,2.665,2.597,2.805,1459.2,2.823,94.54000091552734,2643.1298828125,497500.0,8720.0,7.726986344465218,-144.49999999999997,17.168082544315375
2025-03-24,2.86,2.678,2.604,2.816,1466.9,2.826,95.22000122070312,2632.070068359375,372400.0,8760.0,7.874120378942849,-152.4,17.226677042648888
2025-03-25,2.86,2.692,2.612,2.821,1466.9,2.828,93.56999969482422,2615.81005859375,439300.0,8735.0,7.692698723769248,-148.89999999999995,17.317038216097895
2025-03-26,2.86,2.691,2.618,2.839,1469.6,2.828,91.41000366210938,2643.93994140625,507900.0,8690.0,7.503464728538223,-151.09999999999997,17.645585873999096
2025-03-27,2.86,2.684,2.622,2.838,1465.3,2.827,91.02999877929688,2607.14990234375,403300.0,8685.0,7.659541760213841,-154.2,18.280535527656365
2025-03-28,2.86,2.694,2.629,2.842,1466.8,2.825,96.83000183105469,2557.97998046875,513600.0,8595.0,7.658144320529468,-142.79999999999995,19.27626421994398
2025-03-31,2.85,2.648,2.569,2.771,1466.5,2.794,101.3499984741211,2481.1201171875,391600.0,8520.0,7.505521164148416,-145.90000000000006,18.430256631337212
2025-04-01,2.84,2.654,2.581,2.787,1470.6,2.797,104.7300033569336,2521.389892578125,453400.0,8635.0,5.991437895799718,-138.3,19.410345515826716
2025-04-02,2.84,2.653,2.584,2.767,1471.7,2.786,106.38999938964844,2505.860107421875,515600.0,8605.0,5.992209583037649,-143.30000000000004,19.0171953126631
2025-04-03,2.83,2.608,2.529,2.738,1467.8,2.717,112.0,2486.699951171875,480100.0,8430.0,6.004278109469353,-132.19999999999996,18.911188246605782
2025-04-04,2.8,2.533,2.461,2.692,1467.0,2.679,125.70999908447266,2465.419921875,695100.0,8410.0,4.639053801386986,-131.79999999999995,19.037007160643412
2025-04-07,2.79,2.466,2.405,2.648,1439.3,2.625,137.3000030517578,2328.199951171875,619500.0,7970.0,8.324816406376554,-150.20000000000002,26.84461172416054
2025-04-08,2.78,2.471,2.413,2.686,1465.9,2.638,139.8800048828125,2334.22998046875,557000.0,7840.0,10.598364766806247,-157.39999999999998,26.793782686188113
2025-04-09,2.78,2.481,2.434,2.732,1470.2,2.642,128.8300018310547,2293.699951171875,699600.0,7750.0,10.53922084849143,-160.79999999999995,26.235760810201132
2025-04-10,2.77,2.486,2.437,2.702,1482.9,2.639,128.35000610351562,2445.06005859375,670400.0,8130.0,10.781861268306361,-169.80000000000004,36.54898261504794
2025-04-11,2.77,2.459,2.411,2.696,1458.5,2.624,137.25999450683594,2432.719970703125,369700.0,8095.0,12.451925578588918,-178.40000000000003,36.56164475670704
2025-04-14,2.76,2.464,2.408,2.691,1450.8,2.625,132.4600067138672,2455.889892578125,488600.0,8185.0,12.584165305965966,-168.9,36.10870983475417
2025-04-15,2.76,2.444,2.399,2.664,1427.4,2.614,122.55999755859375,2477.409912109375,560300.0,8300.0,13.739341410423735,-168.59999999999994,36.326113045536296
2025-04-16,2.75,2.404,2.351,2.629,1423.3,2.591,119.4000015258789,2447.429931640625,613200.0,8395.0,13.76127357093298,-166.1,36.33115836866506
2025-04-17,2.74,2.428,2.385,2.645,1427.4,2.602,114.63999938964844,2470.409912109375,601700.0,8370.0,13.733438136615439,-169.49999999999997,36.543643973836836
2025-04-18,2.74,2.403,2.362,2.62,1419.9,2.59,,2483.419921875,451000.0,8485.0,13.653275644328348,-171.99999999999997,36.616155485159496
2025-04-21,2.73,2.379,2.331,2.602,1421.5,2.566,128.55999755859375,2488.419921875,429000.0,8605.0,13.465140957136883,-181.8,36.65250620598964
2025-04-22,2.73,2.38,2.33,2.621,1418.9,2.567,118.3499984741211,2486.639892578125,416700.0,8635.0,13.4531074876885,-178.9,36.63209291607403
2025-04-23,2.73,2.383,2.337,2.598,1422.6,2.568,116.5999984741211,2525.56005859375,538100.0,8730.0,13.48206055294327,-180.20000000000005,36.90343641775821
2025-04-24,2.73,2.393,2.341,2.623,1426.6,2.568,108.27999877929688,2522.330078125,327900.0,8750.0,13.560235656749384,-169.70000000000002,36.63542086181445
2025-04-25,2.72,2.356,2.305,2.576,1430.2,2.552,105.79000091552734,2546.300048828125,403500.0,8840.0,13.604739079083355,-171.4,36.2237606461527
2025-04-28,2.72,2.367,2.316,2.588,1434.6,2.554,110.01000213623047,2548.860107421875,454100.0,8810.0,13.687066440072767,-164.20000000000005,34.43855275095286
2025-04-29,2.71,2.355,2.31,2.603,1439.3,2.551,112.2699966430664,2565.419921875,547100.0,8730.0,13.706081809132911,-158.70000000000002,34.06022191849545
2025-04-30,2.7,2.323,2.267,2.563,1438.5,2.537,112.4800033569336,2556.610107421875,487500.0,8915.0,13.691334087789055,-160.7,33.997043386646894
2025-05-01,,,,,,,107.33000183105469,,,,,-168.7,
2025-05-02,2.7,2.329,2.282,2.593,1426.9,2.54,101.4000015258789,2559.7900390625,585500.0,8985.0,13.905572326179321,-173.70000000000002,33.835632204445346
2025-05-05,,,,,,,104.44999694824219,,,,,-176.70000000000005,
2025-05-06,,,,,,,106.18000030517578,,,,,-170.7,
2025-05-07,2.7,2.3,2.253,2.603,1426.6,2.529,99.87000274658203,2573.800048828125,546800.0,9020.0,13.908731522902714,-165.69999999999996,33.6394317493518
2025-05-08,2.69,2.32,2.281,2.622,1394.1,2.536,98.66000366210938,2579.47998046875,471600.0,9010.0,14.611435951083518,-174.8,25.746392272470388
2025-05-09,2.68,2.358,2.331,2.67,1396.0,2.543,100.4000015258789,2577.27001953125,485600.0,8995.0,12.62699540585748,-170.00000000000003,25.822735981653512
2025-05-12,2.67,2.355,2.33,2.685,1405.6,2.542,102.9000015258789,2607.330078125,409700.0,9100.0,12.922438206983209,-176.5,24.497303465042112
2025-05-13,2.67,2.393,2.37,2.722,1400.4,2.551,100.12999725341797,2608.419921875,422500.0,9090.0,12.27425882235369,-176.8,10.381982750579008
2025-05-14,2.67,2.369,2.351,2.718,1413.7,2.52,100.7300033569336,2640.570068359375,390500.0,9125.0,11.904724310043825,-181.20000000000002,10.369929437228151
2025-05-15,2.66,2.37,2.362,2.727,1415.8,2.521,98.6500015258789,2621.360107421875,339600.0,9130.0,11.864384444117587,-172.30000000000004,10.910857798249088
2025-05-16,2.66,2.337,2.319,2.676,1399.6,2.496,96.69999694824219,2626.8701171875,359700.0,9150.0,11.17869185917111,-175.39999999999995,10.722121173646935
2025-05-19,2.66,2.363,2.366,2.747,1394.3,2.501,103.80999755859375,2603.419921875,313300.0,9125.0,11.204132645778126,-171.3,10.176236463628323
2025-05-20,2.65,2.34,2.33,2.713,1398.0,2.484,101.37000274658203,2601.800048828125,457000.0,9265.0,11.193978112027267,-176.70000000000005,9.975885508794535
2025-05-21,2.65,2.347,2.345,2.76,1392.6,2.491,102.0999984741211,2625.580078125,371500.0,9345.0,11.134840602792746,-182.00000000000003,10.204659383273661
2025-05-22,2.65,2.341,2.336,2.755,1387.1,2.49,99.47000122070312,2593.669921875,358100.0,9255.0,11.1552431587945,-178.5,11.506728966278411
2025-05-23,2.65,2.335,2.338,2.766,1378.4,2.489,100.91000366210938,2592.090087890625,434000.0,9420.0,11.299007475549013,-174.39999999999998,11.50334555219234
2025-05-26,2.64,2.33,2.348,2.766,1376.9,2.486,,2644.39990234375,380200.0,9650.0,11.199886586778963,-174.39999999999998,12.295813471418448
2025-05-27,2.64,2.33,2.34,2.709,1365.0,2.481,97.93000030517578,2637.219970703125,318300.0,9665.0,11.337620527908047,-172.09999999999997,12.36211531050707
2025-05-28,2.64,2.323,2.314,2.706,1368.3,2.479,93.19999694824219,2670.14990234375,405500.0,9670.0,11.331854266070055,-176.39999999999998,12.636340421169548
2025-05-29,2.62,2.331,2.341,2.76,1374.6,2.487,92.66999816894531,2720.639892578125,448300.0,9985.0,11.438420064562784,-167.0,13.90706873850229
2025-05-30,2.61,2.343,2.347,2.786,1381.4,2.491,92.11000061035156,2697.669921875,525700.0,9985.0,11.557498934600616,-162.4,14.452353578320476
2025-06-02,2.6,2.332,2.34,2.793,1375.7,2.491,95.76000213623047,2698.969970703125,323600.0,9750.0,11.56676608202409,-166.7,14.30317480678184
2025-06-03,,,,,,,100.0,,,,,-166.7,
2025-06-04,2.59,2.378,2.414,2.894,1376.9,2.511,96.9800033569336,2770.840087890625,489900.0,10380.0,11.400056874903337,-147.6,16.60187968623135
2025-06-05,2.59,2.376,2.412,2.891,1373.8,2.503,94.6500015258789,2812.050048828125,556000.0,10360.0,11.386336403498605,-150.90000000000003,17.04043048528427
2025-06-06,,,,,,,89.6500015258789,,,,,-161.89999999999998,
2025-06-09,2.58,2.377,2.405,2.867,1359.0,2.499,92.62000274658203,2855.77001953125,537600.0,10725.0,9.009601280915614,-162.3,17.456187674860864
2025-06-10,2.58,2.387,2.385,2.831,1358.9,2.502,91.22000122070312,2871.85009765625,508200.0,10760.0,8.968495545361405,-163.89999999999998,17.311016345703667
2025-06-11,2.57,2.404,2.419,2.837,1359.9,2.51,89.36000061035156,2907.0400390625,393900.0,10765.0,8.474423327506923,-157.29999999999998,17.340194843093894
2025-06-12,2.57,2.423,2.429,2.827,1368.8,2.509,88.98999786376953,2920.030029296875,713700.0,10780.0,8.91268063065226,-153.30000000000004,17.241716836709386
2025-06-13,2.57,2.466,2.462,2.819,1362.9,2.519,95.30999755859375,2894.6201171875,931700.0,10735.0,8.03431146662238,-159.10000000000002,17.779508935731243
2025-06-16,2.57,2.47,2.483,2.864,1366.8,2.524,93.4800033569336,2946.659912109375,726400.0,10960.0,8.123658826998922,-159.60000000000002,17.790344508814915
2025-06-17,2.56,2.445,2.448,2.868,1363.6,2.504,97.18000030517578,2950.300048828125,939600.0,10915.0,7.281787188545379,-152.2,17.817685764651173
2025-06-18,2.56,2.465,2.472,2.876,1361.7,2.518,93.63999938964844,2972.18994140625,576500.0,10810.0,7.222349325139836,-150.4,16.93883352843856
2025-06-19,2.56,2.483,2.475,2.874,1373.2,2.521,,2977.739990234375,433300.0,10835.0,7.890931320588438,-150.59999999999997,16.81873826449926
2025-06-20,2.56,2.471,2.463,2.867,1379.6,2.513,90.0999984741211,3021.840087890625,484900.0,10945.0,8.042577475109109,-151.29999999999998,17.04125075549282
2025-06-23,2.56,2.503,2.498,2.873,1369.4,2.531,95.02999877929688,3014.469970703125,625700.0,11100.0,8.328774033503286,-146.69999999999996,15.895322628154831
2025-06-24,2.56,2.463,2.461,2.823,1381.9,2.513,92.62000274658203,3103.639892578125,579200.0,11605.0,8.729149844645011,-147.7,17.372828930387428
2025-06-25,2.56,2.463,2.46,2.82,1365.0,2.514,91.23999786376953,3108.25,644800.0,11610.0,9.77095968104935,-147.00000000000003,17.056263406829675
2025-06-26,2.56,2.453,2.454,2.788,1360.9,2.513,89.47000122070312,3079.56005859375,460600.0,11440.0,9.336627320407764,-147.2,17.750282805058294
2025-06-27,2.56,2.464,2.453,2.785,1357.6,2.524,87.93000030517578,3055.93994140625,381600.0,11385.0,9.31932039440149,-150.5,18.477860234922662
2025-06-30,2.55,2.449,2.452,2.805,1356.4,2.519,90.26000213623047,3071.699951171875,464200.0,11390.0,9.132056908820871,-143.5,17.922399221690277
2025-07-01,2.55,2.443,2.454,2.784,1353.6,2.508,93.4800033569336,3089.64990234375,576000.0,11535.0,8.898212144437869,-147.6,17.077469145192158
2025-07-02,2.54,2.461,2.483,2.832,1352.6,2.507,91.37000274658203,3075.06005859375,696800.0,11500.0,8.82132601225617,-146.8,17.43153217028747
2025-07-03,2.53,2.426,2.449,2.814,1359.4,2.488,86.08999633789062,3116.27001953125,539100.0,11625.0,9.04815975195056,-153.59999999999997,15.98846192932787
2025-07-04,2.53,2.446,2.467,2.828,1358.1,2.493,,3054.280029296875,520800.0,11415.0,9.028920388951123,-152.2,18.04255227780085
2025-07-07,2.53,2.453,2.482,2.84,1364.2,2.49,88.52999877929688,3059.469970703125,359400.0,11615.0,8.338044250416056,-156.00000000000006,17.550429747756663
2025-07-08,2.53,2.442,2.477,2.847,1366.6,2.485,88.05000305175781,3114.949951171875,745800.0,12310.0,8.355313421465361,-157.29999999999998,18.29625046898418
2025-07-09,2.52,2.435,2.478,2.854,1368.0,2.482,84.30999755859375,3133.739990234375,643000.0,12300.0,8.357956938131728,-148.59999999999997,18.06184183814751
2025-07-10,2.52,2.403,2.433,2.814,1373.8,2.466,81.58000183105469,3183.22998046875,596600.0,12470.0,8.167810526885615,-153.59999999999997,18.556060160664114
2025-07-11,2.52,2.421,2.448,2.823,1373.0,2.471,85.4800033569336,3175.77001953125,465300.0,12425.0,8.000563457425141,-160.7,18.092582638141906
2025-07-14,2.52,2.441,2.474,2.886,1374.7,2.482,90.7300033569336,3202.030029296875,444000.0,12835.0,7.9544344146339405,-154.39999999999995,17.46538232682962
2025-07-15,2.52,2.431,2.463,2.877,1378.5,2.483,88.94999694824219,3215.280029296875,419700.0,12725.0,7.936001539011935,-162.3,17.429915123730876
2025-07-16,2.51,2.423,2.459,2.877,1382.7,2.485,89.5199966430664,3186.3798828125,531500.0,12215.0,7.94788702037007,-158.3,18.012109125139713
2025-07-17,2.51,2.438,2.479,2.905,1387.1,2.496,85.56999969482422,3192.2900390625,424800.0,12295.0,7.48023394911007,-156.5,18.01226430216225
2025-07-18,2.51,2.437,2.474,2.873,1390.8,2.498,83.29000091552734,3188.070068359375,393400.0,12090.0,7.366287328912479,-156.70000000000002,17.579231390761112
2025-07-21,2.51,2.417,2.456,2.855,1391.9,2.495,86.62000274658203,3210.81005859375,343900.0,12070.0,6.763932231144576,-152.5,17.533576791465187
2025-07-22,2.51,2.423,2.463,2.839,1391.1,2.499,89.88999938964844,3169.93994140625,378500.0,12020.0,6.019926283172224,-151.09999999999997,15.398118054774661
2025-07-23,2.51,2.419,2.458,2.83,1386.3,2.498,85.94999694824219,3183.77001953125,664800.0,12040.0,4.0843861240308,-157.00000000000003,15.4414331646492
2025-07-24,2.51,2.426,2.467,2.849,1379.1,2.501,82.75,3190.449951171875,425500.0,12070.0,4.413978148088315,-158.09999999999997,14.937420919879612
2025-07-25,2.5,2.423,2.485,2.855,1368.7,2.503,82.08999633789062,3196.050048828125,389300.0,12150.0,5.194143640970687,-154.50000000000003,14.512484617185711
2025-07-28,2.51,2.402,2.464,2.829,1376.0,2.499,83.7300033569336,3209.52001953125,502700.0,11540.0,5.450874370325233,-159.09999999999997,14.491572673161851
2025-07-29,2.51,2.387,2.46,2.823,1379.6,2.496,85.06999969482422,3230.570068359375,373200.0,11715.0,5.38623391770604,-151.7,14.517375737491117
2025-07-30,2.51,2.392,2.454,2.797,1391.4,2.495,81.87999725341797,3254.469970703125,338100.0,11660.0,5.975796303170436,-158.29999999999998,14.379708199741712
2025-07-31,2.51,2.401,2.46,2.785,1382.9,2.5,79.83999633789062,3245.43994140625,540300.0,11565.0,6.378510446379991,-158.5,13.949633251241705
2025-08-01,2.51,2.423,2.478,2.832,1390.4,2.509,83.83000183105469,3119.409912109375,507800.0,11075.0,6.536930125947467,-139.80000000000007,18.711921576365512
2025-08-04,2.51,2.364,2.421,2.778,1399.3,2.476,87.94999694824219,3147.75,293500.0,11235.0,6.698222538152904,-144.19999999999996,18.924570529678203
2025-08-05,2.5,2.354,2.425,2.766,1384.9,2.478,89.19999694824219,3198.0,273400.0,11490.0,7.850376518085252,-145.39999999999998,18.685633221346894
2025-08-06,2.5,2.36,2.43,2.779,1386.7,2.481,83.88999938964844,3198.139892578125,327400.0,11625.0,7.852600557791102,-144.1,18.60877566053896
2025-08-07,2.5,2.352,2.408,2.772,1389.5,2.479,80.1500015258789,3227.679931640625,327000.0,11725.0,7.7584865995261545,-145.80000000000007,18.05886570158213
2025-08-08,2.5,2.351,2.409,2.776,1384.2,2.483,79.19999694824219,3210.010009765625,341400.0,11590.0,7.906106281038914,-149.39999999999998,18.164033190343066
2025-08-11,2.5,2.367,2.42,2.781,1386.0,2.488,81.76000213623047,3206.77001953125,305000.0,11520.0,7.906993147254878,-148.89999999999995,17.941662111861564
2025-08-12,2.5,2.378,2.431,2.801,1388.3,2.495,77.41999816894531,3189.909912109375,373200.0,11665.0,7.873225621241878,-148.89999999999998,17.973620084543168
2025-08-13,2.5,2.367,2.417,2.809,1390.2,2.493,77.30999755859375,3224.3701171875,320100.0,11680.0,7.819790962018039,-143.1,18.08233743214934
2025-08-14,2.5,2.36,2.404,2.787,1383.8,2.49,76.7699966430664,3225.659912109375,441500.0,11770.0,7.924489571939724,-150.3,18.076911376953493
2025-08-15,,,,,,,76.66000366210938,,,,,-154.3,
2025-08-18,2.5,2.374,2.426,2.837,1382.2,2.499,81.81999969482422,3177.280029296875,326100.0,11440.0,7.862914189648272,-150.29999999999995,18.901115089025588
2025-08-19,2.49,2.381,2.444,2.858,1385.3,2.501,82.1500015258789,3151.56005859375,285300.0,11415.0,7.906362222682757,-144.19999999999996,18.901026280725635
2025-08-20,2.49,2.381,2.441,2.853,1389.4,2.5,80.75,3130.090087890625,335300.0,11400.0,7.9848243633364655,-143.7,18.521236316368725
2025-08-21,2.49,2.377,2.438,2.845,1397.5,2.499,80.5199966430664,3141.739990234375,276900.0,11535.0,8.13853976122351,-148.5,18.49999419819023
2025-08-22,2.49,2.382,2.456,2.86,1398.1,2.501,78.0999984741211,3168.72998046875,236800.0,11495.0,7.864736393746975,-140.0,18.767154825335957
2025-08-25,2.49,2.36,2.434,2.852,1395.6,2.491,77.55999755859375,3209.860107421875,220200.0,11600.0,7.311212239085278,-142.80000000000004,19.34228897379754
2025-08-26,2.49,2.346,2.422,2.86,1386.3,2.486,79.36000061035156,3179.360107421875,325400.0,11400.0,7.599123526303736,-140.0,19.584176851823678
2025-08-27,2.49,2.334,2.402,2.825,1391.2,2.481,77.66000366210938,3187.159912109375,281700.0,11425.0,7.641775956655371,-141.5,19.444458413108805
2025-08-28,2.49,2.344,2.416,2.815,1395.7,2.488,77.55000305175781,3196.320068359375,312200.0,11550.0,7.106348660700753,-140.49999999999997,19.262992442170653
2025-08-29,2.5,2.354,2.426,2.815,1388.6,2.494,79.38999938964844,3186.010009765625,245100.0,11490.0,6.995097446866219,-141.50000000000006,19.269693593240405
2025-09-01,2.5,2.372,2.435,2.847,1387.7,2.502,,3142.929931640625,260100.0,11370.0,6.722178593945291,-138.30000000000004,14.037082090709788
2025-09-02,2.5,2.38,2.45,2.87,1392.4,2.507,85.27999877929688,3172.35009765625,310700.0,11520.0,6.414330754640407,-141.0,14.059992914302022
2025-09-03,2.5,2.404,2.475,2.913,1392.2,2.518,89.66999816894531,3184.419921875,335800.0,11540.0,5.202104932950568,-130.7,12.891802199066978
2025-09-04,2.5,2.409,2.472,2.883,1393.8,2.516,88.26000213623047,3200.830078125,286300.0,11430.0,5.198419699509554,-128.7,13.030472534015377
2025-09-05,2.5,2.402,2.46,2.855,1392.7,2.512,85.29000091552734,3205.1201171875,323800.0,11470.0,5.16789810234306,-124.49999999999997,12.587995873165145
2025-09-08,2.5,2.4,2.448,2.848,1391.8,2.512,84.0,3219.590087890625,372300.0,11415.0,4.966431097082526,-120.19999999999999,12.544883495635695
2025-09-09,2.5,2.397,2.425,2.818,1390.4,2.508,82.19999694824219,3260.050048828125,439900.0,11730.0,4.97095967449128,-126.2,13.278511494118634
2025-09-10,2.5,2.418,2.43,2.833,1386.6,2.518,79.58000183105469,3314.530029296875,564700.0,12240.0,5.03964635379945,-120.69999999999999,14.194881561249156
2025-09-11,2.5,2.403,2.42,2.813,1387.6,2.512,75.06999969482422,3344.199951171875,435600.0,12170.0,5.020569795939977,-119.69999999999996,14.056377819872019
2025-09-12,2.5,2.408,2.431,2.813,1389.4,2.514,73.37000274658203,3395.5400390625,448900.0,12335.0,4.74620993222437,-124.69999999999995,14.830587976115059
2025-09-15,2.5,2.414,2.443,2.821,1388.7,2.516,76.87999725341797,3407.31005859375,378900.0,12510.0,4.7269813619977095,-122.89999999999996,13.291133658840554
2025-09-16,2.5,2.394,2.417,2.804,1389.5,2.507,77.08999633789062,3449.6201171875,406200.0,12440.0,4.66994402980874,-123.60000000000002,12.899345985288788
